Site Name,Country/Region,Receiver,Antenna,Radome,Satellite System,Latitude,Longitude,Height (m),X (m),Y (m),Z (m),Calibration,Networks,Data Center,IERS DOMES,Clock,Agencies,Last Data
CPNM00THA,TH,TRIMBLE NETR9,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,10.72465,99.37437777777777,9.143,-1020874.496,6183763.086,1179096.215,ROBOT,"IGS, IGS Multi-GNSS",JAXA,21907M001,INTERNAL,Japan Aerospace Exploration Agency,59
CPVG00CPV,CV,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+SBAS,16.73206201138889,-22.934933037499995,94.089,5626883.4267,-2380932.5096,1824483.8747,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",IGN,39601M001,INTERNAL,Centre National d'Etudes Spatiales,2
CRFP00USA,US,TRIMBLE NETR9,TRM57971.00,NONE,GPS+GLO+SBAS,34.03905277777779,-117.09968333333337,688.82,-2410446.7968,-4710490.3879,3550422.4952,ROBOT,"IGS, RTS",CDDIS,40481M001,INTERNAL,USGS,2
CRO100VIR,VI,SEPT POLARX5TR,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS,17.756899469444445,-64.58431863333337,-31.4974,2607771.494,-5488076.997,1932768.0602,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",JPL,43201M001,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
CUIB00BRA,BR,SEPT POLARX5S,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+SBAS,-15.555261111111113,-56.06986388888889,237.4,3430711.4,-5099641.5,-1699432.9,ROBOT,"IGS, RTS, IGS Multi-GNSS",https://geoftp.ibge.gov.br/informacoes_sobre_,41603M001,INTERNAL,Instituto Brasileiro de Geografia e Estatística,2
CUSV00THA,TH,JAVAD TRE_3 DELTA,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS,13.73591388888889,100.53390833333331,76.06,-1132913.7678,6092530.5657,1504633.5192,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",JPL,21904S001,INTERNAL,Jet Propulsion Laboratory,2
CUT000AUS,AU,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+SBAS,-32.00388888888888,115.89480000000003,24.0,-2364337.2699,4870285.5624,-3360809.8398,ROBOT,"IGS Multi-GNSS, IGS, RTS",CDDIS,59945M001,INTERNAL,Curtin University,47
CUUT00THA,TH,TRIMBLE NETR9,TRM57971.00,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,13.735991199999997,100.53393481388886,74.296,-1132915.824,6092526.351,1504641.505,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,21904S002,INTERNAL,Chulalongkorn University,
CYNE00GUF,GF,SEPT POLARX5,TRM115000.00,NONE,GPS+GLO+GAL+BDS+SBAS,4.822105555555556,-52.36541388888888,-23.0,3880933.0,-5033206.0,532565.0,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,42807M001,INTERNAL,Institut National de l'Information Geographique et,2
CZTG00ATF,TF,TRIMBLE ALLOY,LEIAR20,LEIM,GPS+GLO+GAL+BDS+QZSS+SBAS,-46.431894444444445,51.85548055555555,202.8,2719994.82,3463392.63,-4598612.94,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",IGN,91301M002,INTERNAL,Centre National d'Etudes Spatiales,2
DAE200KOR,KR,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS,36.399425,127.37448055555552,116.824,-3120042.274,4084614.722,3764026.818,ROBOT,"IGS, IGS Multi-GNSS",JAXA,23902M003,EXTERNAL CESIUM,Japan Aerospace Exploration Agency,2
DAEJ00KOR,KR,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS,36.39940000000001,127.37449999999998,117.037,-3120041.821,4084615.221,3764027.013,ROBOT,"IGS20, IGS14 Core, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",KASI,23902M002,EXTERNAL CESIUM,Korea Astronomy and Space Science Institute,2
DAKR00SEN,SN,JAVAD TRE_3N DELTA,TWIVC6150,NONE,GPS+GLO+GAL,14.721222222222222,-17.43947222222222,51.0,5886533.48,-1849181.6,1610300.44,ROBOT,"IGS20, IGS, RTS",CDDIS,34108M001,INTERNAL,Direction des Travaux Geographiques et Cartographi,
DARW00AUS,AU,SEPT POLARX5,JAVRINGANT_DM,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-12.843697222222223,131.13274444444443,125.1,-4091359.6055,4684606.4197,-1408579.1195,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",GA,50134M001,INTERNAL,Geoscience Australia,2
DAV100ATA,AQ,SEPT POLARX5,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS,-68.57730000000001,77.97260000000001,44.5,486854.4996,2285099.3657,-5914955.7712,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",GA,66010M001,INTERNAL,Geoscience Australia,2
DEAR00ZAF,ZA,TRIMBLE ALLOY,ASH701941.B,SCIS,GPS+GLO,-30.665205555555556,23.99263888888889,1321.7,5017617.2841,2233214.7864,-3234696.1991,ROBOT,IGS,ftp://igs.ign.fr/,30316M001,INTERNAL,National Geospatial Information,2
DGAR00GBR,United Kingdom,SEPT POLARX5,ASH701945E_M,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-7.269684333333332,72.37024019444446,-64.7455,1916269.343,6029977.689,-801719.821,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,30802M001,INTERNAL,Jet Propulsion Laboratory,2
DHLG00USA,US,TPS NET-G3A,TPSCR.G3,SCIS,GPS+GLO,33.38980555555555,-115.78802777777776,-83.05,-2319099.26,-4799846.5,3490090.45,ROBOT,IGS,SIO,49904M001,INTERNAL,USGS,2
DJIG00DJI,DJ,SEPT POLARX5,TRM59800.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,11.526287572222222,42.847064450000005,711.409,4583086.1415,4250982.5036,1266243.0645,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",IGN,39901M005,INTERNAL,Centre National d'Etudes Spatiales,19
DLF100NLD,NL,TRIMBLE ALLOY,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,51.986019444444445,4.387458333333334,75.8,3924697.942,301124.893,5001905.154,ROBOT,"IGS20, IGS Multi-GNSS, IGS, RTS",DUT,13502M009,EXTERNAL CESIUM,Delft University of Technology,2
DLTV00VNM,VN,TRIMBLE NETR9,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,11.944999999999999,108.48199999999997,1587.62,-1978879.097,5920511.651,1311808.34,ROBOT,"IGS, IGS Multi-GNSS",JAXA,24306M001,INTERNAL,Japan Aerospace Exploration Agency,
DRAG00ISR,IL,JAVAD TRE_3 DELTA,ASH700936D_M,SNOW,GPS+GLO,31.5932,35.392069444444445,31.8,4432980.662,3149432.093,3322110.441,ROBOT,"IGS20, IGS08, IGS, IGS14",BKG,20710S001,INTERNAL,Survey of Israel,2
DRAO00CAN,CA,SEPT POLARX5,TWIVC6050,SCIS,GPS+GLO+GAL,49.322599999999994,-119.625,542.0,-2059164.682,-3621108.388,4814432.366,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",PGC,40105M002,EXTERNAL H-MASER,Geological Survey of Canada,2
DUBO00CAN,CA,SEPT POLARX5,AOAD/M_T,NONE,GPS+GLO+GAL,50.2588,-95.86619999999996,251.0,-417603.6,-4064529.8,4881432.16,ROBOT,"IGS20, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",CDDIS,40137M001,EXTERNAL RUBIDIUM SYMMETRICOM,Natural Resources Canada,2
DUMG00ATA,AQ,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+SBAS,-66.66516944444444,140.00219999999996,-3.38,-1940884.0,1628468.0,-5833720.0,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,91501M003,INTERNAL,Centre National d'Etudes Spatiales,2
DUND00NZL,NZ,TRIMBLE ALLOY,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,-45.88367499999999,170.59717500000002,386.9,-4388121.17,726671.05,-4556535.63,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,50212M003,INTERNAL,GNS Science,2
DYNG00GRC,GR,SEPT POLARX5,TRM59800.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,38.07855277777777,23.93243333333334,510.6,4595220.016,2039434.081,3912626.007,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",IGN,12602M006,INTERNAL,Centre National d'Etudes Spatiales,46
EBRE00ESP,ES,LEICA GR50,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS,40.82088611111111,0.49235,107.3,4833520.0,41536.0,4147461.0,ROBOT,"IGS20, IGS, IGS14, IGS Multi-GNSS, RTS",BKG,13410M001,INTERNAL,Institut Cartografic i Geologic de Cataluny,2
EIL300USA,US,NOV OEM6,TPSCR.G5,TPSH,GPS,64.6878888888889,-147.11301388888887,177.2,-2296304.083,-1484805.898,5743078.376,ROBOT,IGS,CDDIS,49805S002,EXTERNAL CESIUM /RCVR 1,National Geospatial-Intelligence Agency,2
EIL400USA,US,NOV OEM6,TPSCR.G5,TPSH,GPS,64.6878888888889,-147.11301388888887,177.2,-2296304.083,-1484805.898,5743078.376,ROBOT,IGS,CDDIS,49805S002,EXTERNAL CESIUM /RCVR 2,National Geospatial-Intelligence Agency,2
ENAO00PRT,PT,JAVAD TRE_3,JAVRINGANT_G5T,NONE,GPS+GLO+GAL+BDS+SBAS,39.09120277777778,-28.026011111111117,91.6,4375732.1533,-2329166.8136,4000238.2806,ROBOT,"IGS, IGS Multi-GNSS, RTS",CDDIS,31902M005,INTERNAL,GeoForschungsZentrum,2
EPRT00USA,US,LEICA GR50,LEIAR20,LEIM,GPS+GLO+GAL,44.9087111111111,-66.99213055555558,30.4,1768544.556,-4164839.445,4480190.419,ROBOT,"IGS08, IGS",https://geodesy.noaa.gov/corsdata/,49928S001,INTERNAL,National Geodetic Survey,
ESCU00CAN,CA,TRIMBLE NETR9,ASH701945E_M,NONE,GPS,47.07340388888889,-64.79871027777776,-16.02,1852954.53,-3937498.76,4647314.64,ROBOT,IGS,CDDIS,40168M001,INTERNAL,"NRCan, Geodetic Survey Division",2
FAA100PYF,PF,SEPT POLARX5,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,-17.55531388888889,-149.61430000000001,12.35,-5247393.111,-3076867.223,-1911521.528,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",CDDIS,92201M012,INTERNAL,ESA/ESOC,2
FAIR00USA,United States,SEPT POLARX5,ASH701945G_M,JPLA,GPS+GLO+GAL+BDS+QZSS,64.97799833333332,-147.49923958333332,319.1771,-2281621.7717,-1453595.9493,5756961.9444,,"IGS20, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL (ODC-Operational Data Center),40408M001,INTERNAL,Jet Propulsion Laboratory,2
FALK00FLK,Falkland Islands (Malvinas),SEPT POLARX5,ASH701945E_M,SCIT,GPS+GLO+GAL+BDS,-51.69365222222222,-57.87406736111111,50.8407,2106811.344,-3355170.6666,-4981786.3348,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",JPL (ODC-Operational Data Center),80602M001,INTERNAL,Jet Propulsion Laboratory,2
FFMJ00DEU,DE,JAVAD TRE_3 DELTA,LEIAR25.R3,LEIT,GPS+GLO+GAL+BDS+SBAS,50.09058055555557,8.664969444444445,178.3,4053455.7,617729.9,4869395.9,ROBOT,"IGS, RTS, IGS Multi-GNSS",BKG,14279M001,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,2
FLIN00CAN,CA,SEPT POLARX5,NOV750.R4,NOVS,GPS+GLO+GAL,54.72560000000001,-101.97800000000001,320.0,-766174.46,-3611375.32,5184056.22,ROBOT,"IGS20, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",CDDIS,40135M001,INTERNAL,Natural Resources Canada,2
FLRS00PRT,PT,TRIMBLE ALLOY,TRM159900.00,NONE,GPS+GLO+GAL,39.453833333333336,-31.126388888888886,79.9,4221530.01,-2549242.33,4031397.8,ROBOT,"IGS20, IGS, IGS14, IGS Multi-GNSS, RTS",BKG,31907M001,INTERNAL,Direção-Geral do Território,2
FRDN00CAN,CA,SEPT POLARX5,TPSCR.G3,NONE,GPS+GLO+GAL,45.933,-66.65900000000002,95.9,1760543.42,-4080069.4,4560178.6,ROBOT,"IGS, RTS, IGS Multi-GNSS",CDDIS,40146M001,INTERNAL,Natural Resources Canada,2
FTNA00WLF,PF,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+QZSS+SBAS,-14.307803108333333,-178.12094565833328,84.859,-6178322.4459,-202694.9925,-1566024.4684,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,92902S002,INTERNAL,Centre National d'Etudes Spatiales,14
FUNC00PRT,PT,TRIMBLE ALLOY,TRM159900.00,NONE,GPS+GLO+GAL,32.64794722222222,-16.907616666666666,78.5,5143339.43,-1563412.87,3421191.44,ROBOT,"IGS20, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",BKG,13911S001,INTERNAL,Direção-Geral do Território,2
GAMB00PYF,PF,TRIMBLE ALLOY,TRM59800.00,NONE,GPS+GLO+GAL+BDS+SBAS,-23.130354714444444,-134.96482359388887,80.66,-4147126.8085,-4152222.1446,-2490033.108,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",IGN,92301M003,INTERNAL,Centre National d'Etudes Spatiales,2
GAMG00KOR,KR,SEPT POLARX5TR,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,35.59008055555556,127.919735511111,928.0,-3191607.7,4096899.9,3691839.3,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,23910M001,INTERNAL,Centre National d'Etudes Spatiales,2
GANP00SVK,SK,TRIMBLE ALLOY,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,49.03471388888888,20.322936111111115,746.0,3929181.5,1455236.8,4793653.9,ROBOT,"IGS, IGS14, IGS Multi-GNSS, RTS",BKG,11515M001,INTERNAL,Geodetic and Cartographic Institute Bratislava,2
GCGO00USA,United States of America,JAVAD TRE_3 DELTA,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,64.97803647222223,-147.49944680555555,319.1771,-2281623.7799,-1453585.627,5756963.7427,ROBOT,"IGS, RTS, IGS Multi-GNSS",JPL,40408M006,INTERNAL,Jet Propulsion Laboratory,2
GENO00ITA,IT,LEICA GR30,LEIAR20,NONE,GPS+GLO+GAL+BDS+SBAS,44.4194,8.921116666666668,153.5,4507890.272,707618.974,4441603.008,ROBOT,"IGS, IGS Multi-GNSS",ASI,12712M002,INTERNAL,Agenzia Spaziale Italiana,2
GLPS00ECU,EC,SEPT POLARX5,ASH701945B_M,SCIT,GPS+GLO+GAL+BDS,-0.7429986388888888,-90.3036685833333,1.7882,-33801.259,-6377516.5276,-82154.3037,FIELD,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,42005M002,INTERNAL,Jet Propulsion Laboratory,2
GLSV00UKR,UA,TRIMBLE NETR9,TRM115000.00,NONE,GPS+GLO+GAL+BDS+QZSS,50.36417777777777,30.496738888888892,226.8,3512889.29,2068980.654,4888903.261,ROBOT,"IGS20, IGS08, IGS, IGS14, IGS Multi-GNSS",BKG,12356M001,INTERNAL,Main Astronomical Observatory of Ukraine,2
GMSD00JPN,JP,TRIMBLE NETR9,TRM59800.00,SCIS,GPS+GLO+GAL+BDS+QZSS,30.556444444444452,131.01556388888892,142.6,-3607665.4303,4147868.2248,3223717.2617,ROBOT,"IGS08, IGS, IGS Multi-GNSS",CDDIS,21749S002,EXTERNAL CESIUM,Japan Aerospace Exploration Agency,2
GODE00USA,US,SEPT POLARX5TR,AOAD/M_T,JPLA,GPS+GLO+GAL+BDS,39.02172758333332,-76.82683049999997,14.5046,1130773.718,-4831253.581,3994200.422,,"IGS20, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,40451M123,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
GODN00USA,US,JAVAD TRE_3 DELTA,TPSCR.G3,SCIS,GPS+GLO+GAL+BDS,39.021166666666666,-76.82708333333335,18.0,1130760.8757,-4831298.688,3994155.1861,ROBOT,"IGS20, IGS, IGS Multi-GNSS, RTS",JPL,40451M127,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
GODS00USA,US,JAVAD TRE_3 DELTA,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS,39.03477777777777,-77.38697222222221,19.1,1130752.3046,-4831349.1223,3994098.9504,ROBOT,"IGS, IGS Multi-GNSS, RTS",JPL,40451M128,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
GODZ00USA,US,JPS EGGDT,AOAD/M_T,JPLA,GPS+GLO,39.02172777777776,-76.82682777777777,14.509,1130773.867,-4831253.583,3994200.409,,"IGS14 Core, IGS, IGS14",CDDIS,40451M123,EXTERNAL H-MASER,Jet Propulsion Laboratory,133
GOL200USA,United States,ASHTECH UZ-12,AOAD/M_T,NONE,GPS,35.425155555555556,-116.88925000000003,986.6779,-2353614.316,-4641385.324,3676976.407,ROBOT,"IGS14 Core, IGS, IGS14",JPL,40405S031,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
GOLD00USA,United States of America,JAVAD TRE_G3TH DELTA,AOAD/M_T,NONE,GPS+GLO+GAL+QZSS,35.425155555555556,-116.88925000000003,986.6779,-2353614.316,-4641385.3523,3676976.434,ROBOT,"IGS20, IGS08 Core, IGS08, IGS14 Core, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,40405S031,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
GOP600CZE,CZ,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+QZSS+IRNSS+SBAS,49.91366666666666,14.785602777777783,592.6,3979319.62,1050311.94,4857064.38,ROBOT,"IGS Multi-GNSS, IGS, RTS",BKG,11502M006,EXTERNAL CESIUM,"Research Institute of Geodesy, Topography and Cart",2
GOP700CZE,CZ,TRIMBLE NETR9,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS+QZSS,49.91366666666666,14.785602777777783,592.6,3979319.64,1050311.92,4857064.37,ROBOT,"IGS Multi-GNSS, IGS",BKG,11502M006,EXTERNAL CESIUM,"Research Institute of Geodesy, Topography and Cart",2
GOPE00CZE,CZ,TRIMBLE ALLOY,TPSCR.G3,TPSH,GPS+GLO+GAL+BDS+IRNSS+SBAS,49.913705555555566,14.785622222222218,592.6,3979316.134,1050312.478,4857067.108,ROBOT,"IGS, RTS, IGS Multi-GNSS",BEV,11502M002,EXTERNAL CESIUM,"Research Institute of Geodesy, Topography and Cart",2
GRAC00FRA,FR,LEICA GR50,TRM57971.00,NONE,GPS+GLO+GAL+BDS+SBAS,43.75448611111112,6.920761111111111,1319.8,4581708.63,556132.23,4389340.93,ROBOT,"IGS, IGS Multi-GNSS, RTS",IGN,10002M010,INTERNAL,Institut National de l'Information Geographique et,2
GRAS00FRA,FR,TRIMBLE NETR9,ASH701945E_M,NONE,GPS+GLO+GAL+BDS+SBAS,43.754738888888895,6.920575000000001,1319.3,4581690.811,556114.972,4389360.88,ROBOT,"IGS20, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",IGN,10002M006,INTERNAL,Centre National d'Etudes Spatiales,2
GRAZ00AUT,AT,SEPT POLARX5,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS,47.06712777777778,15.493475,538.3,4194424.124,1162702.46,4647245.193,ROBOT,"IGS20, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",BKG,11001M002,INTERNAL,Federal Office Of Metrology an Surveying,2
GUAM00GUM,GU,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,13.589330555555557,144.86835833333336,201.914,-5071312.6574,3568363.6347,1488904.402,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,50501M002,INTERNAL,Jet Propulsion Laboratory,2
GUAT00GTM,GT,LEICA GRX1200GGPRO,LEIAR25.R3,LEIT,GPS+GLO,14.590402777777781,-90.52018333333334,1519.9,-56063.582,-6174978.67,1596665.267,ROBOT,"IGS20, IGS08 Core, IGS14 Core, IGS08, IGS, IGS14",ftp://geodesy.noaa.gov/cors,40901S001,INTERNAL,"Instituto Geografico Nacional, Guatemala",58
GUUG00USA,US,TRIMBLE ALLOY,LEIAR20,LEIM,GPS+GLO+GAL,13.433208333333328,144.8027138888889,134.7,-5070465.249,3576460.234,1472093.785,ROBOT,"IGS08, IGS14 Core, IGS14, IGS",https://geodesy.noaa.gov/corsdata/,82301M001,INTERNAL,National Geodetic Survey,2
HAL100USA,United States of America,SEPT POLARX5,JAVRINGANT_DM,SCIS,GPS+GLO+GAL+BDS+QZSS,20.70750555555555,-156.25619444444445,3049.0,-5466017.9454,-2404394.6546,2242210.2481,ROBOT,"IGS, IGS Multi-GNSS, RTS",JPL,40445M006,INTERNAL,Jet Propulsion Laboratory,2
HAMD00IRN,Islamic Republic of Iran,TRIMBLE NETR9,TRM57971.00,SCIT,GPS+GLO,34.8690826611111,48.53430644444443,1750.9381,3469898.0183,3926741.412,3626961.1469,ROBOT,IGS,SIO,20411M001,INTERNAL,National Cartographic Center of Iran,132
HARB00ZAF,ZA,SEPT POLARX5TR,TRM59800.00,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,-25.88696174055555,27.707245846666666,1558.078,5084657.615,2670325.2503,-2768481.0274,ROBOT,"IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",IGN,30302M009,EXTERNAL CESIUM,Centre National d'Etudes Spatiales,2
HERS00GBR,United Kingdom,SEPT POLARX5TR,LEIAR25.R3,NONE,GPS+GLO+GAL+BDS+SBAS,50.86730000000001,0.3361999999999999,76.5,4033471.33,23667.86,4924300.35,ROBOT,"IGS20, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",BKG,13212M007,EXTERNAL H-MASER,NERC Space Geodesy Facility,2
HERT00GBR,United Kingdom,LEICA GRX1200GGPRO,LEIAT504GG,NONE,GPS+GLO,50.86747777777777,0.33435277777777783,83.3,4033461.038,23537.662,4924318.165,ROBOT,"IGS08, IGS, IGS14, RTS",BKG,13212M010,INTERNAL,NERC Space Geodesy Facility,2
HKSL00HKG,CN,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS,22.372005555555553,113.92798055555556,95.3,-2393382.414,5393861.187,2412592.401,ROBOT,"IGS20, IGS, RTS, IGS Multi-GNSS",CDDIS,23015M001,INTERNAL,Hong Kong Lands Department,2
HKWS00HKG,CN,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+QZSS,22.434283333333337,114.3353777777778,63.8,-2430579.004,5374285.676,2418956.331,ROBOT,"IGS, RTS, IGS Multi-GNSS",CDDIS,23019M001,INTERNAL,Hong Kong Lands Department,2
HLFX00CAN,CA,SEPT POLARX5,TPSCR.G3,NONE,GPS+GLO+GAL,44.68355000000001,-63.611277777777765,3.1,2018905.8,-4069070.52,4462415.41,ROBOT,"IGS20, IGS08, IGS14 Core, IGS, IGS14, RTS, IGS Multi-GNSS",CDDIS,40120M001,EXTERNAL RUBIDIUM,Natural Resources Canada,2
HNLC00USA,United States of America,TRIMBLE NETR9,ASH700936D_M,SNOW,GPS,21.303299999999997,-157.8645,22.0,-5506799.0,-2240050.0,2302720.0,ROBOT,"IGS20, IGS14 Core, IGS08, IGS, IGS14",SOPAC,49970S001,INTERNAL,Pacific GPS Facility,3
HNPT00USA,US,LEICA GR50,LEIAX1202GG,NONE,GPS+GLO+GAL,38.588816666666666,-76.1303722222222,-28.0,1196626.343,-4846358.5,3956723.115,ROBOT,IGS,https://geodesy.noaa.gov/corsdata/,49913S001,INTERNAL,National Geodetic Survey,2
HNUS00ZAF,ZA,TRIMBLE ALLOY,ASH701941.B,SCIS,GPS+GLO,-34.42463055555554,19.223061111111107,63.0,4973168.8045,1734085.3905,-3585434.1455,ROBOT,"IGS20, IGS",ftp://igs.ign.fr/,30322M001,INTERNAL,National Geospatial Information,2
HOB200AUS,AU,SEPT POLARX5,LEIAR25.R4,NONE,GPS+GLO+GAL+BDS+QZSS+IRNSS,-42.80470555555554,147.4387361111111,41.0,-3950072.2497,2522415.3618,-4311637.4022,ROBOT,"IGS08 Core, IGS20, IGS14 Core, IGS08, IGS, IGS14, RTS, IGS Multi-GNSS",GA,50116M004,EXTERNAL H-MASER,Geoscience Australia,2
HOFN00ISL,IS,LEICA GR50,LEIAR25.R4,LEIT,GPS+GLO+GAL+BDS+IRNSS+SBAS,64.26729444444443,-15.197913888888886,82.9,2679689.9,-727950.9,5722789.6,ROBOT,"IGS08 Core, IGS20, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",BKG,10204M002,INTERNAL,Bundesamt fuer Kartographie und Geodaesie,2
HOLB00CAN,CA,SEPT POLARX5,SEPCHOKE_B3E6,SPKE,GPS+GLO+GAL+BDS,50.64040000000001,-128.135,560.0,-2503040.424,-3188233.325,4908701.543,ROBOT,"IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS",PGC,40130M001,INTERNAL RECEIVER CLOCK,Geological Survey of Canada,2
HOLM00CAN,CA,SEPT POLARX5,ASH701945D_M,NONE,GPS+GLO+GAL,70.73640000000003,-117.7609,39.5,-983063.87,-1867634.52,5998678.91,ROBOT,"IGS20, IGS14 Core, IGS, IGS14",CDDIS,40148M001,INTERNAL,"NRCan, Geodetic Survey Division",149
HOLP00USA,US,SEPT POLARX5,TWIVC6150,SCIS,GPS+GLO+GAL+SBAS,33.9245388888889,-118.16816944444443,-6.71,-2500946.0962,-4670472.9515,3539500.5469,ROBOT,IGS,CDDIS,49903M001,INTERNAL,USGS,2
HRAG00ZAF,ZA,JAVAD TRE_G3TH DELTA,LEIAR25.R3,LEIT,GPS+GLO+GAL+IRNSS+SBAS,-25.89040222222222,27.68518022222223,1407.38,5085418.18,2668226.51,-2768758.21,ROBOT,"IGS Multi-GNSS, IGS, RTS",BKG,30302M010,EXTERNAL H-MASER,DLR German Space Operations Center,2
HRAO00ZAF,ZA,SEPT POLARX5TR,ASH701945E_M,NONE,GPS+GLO+GAL+BDS+IRNSS+SBAS,-25.890105555555554,27.686980555555554,1414.3,5085352.597,2668395.992,-2768731.551,ROBOT,"IGS20, IGS14 Core, IGS08, IGS, IGS14, IGS Multi-GNSS, RTS",JPL,30302M004,EXTERNAL H-MASER,Jet Propulsion Laboratory,2
HYDE00IND,IN,LEICA GRX1200GGPRO,LEIAT504GG,NONE,GPS+GLO,17.41725555555556,78.55086666666668,441.68,1208444.8595,5966806.0568,1897076.6227,ROBOT,"IGS20, IGS14 Core, IGS08, IGS, IGS14",CDDIS,22307M001,INTERNAL,National Geophysical Research Institute,24
